Entity,Code,Year,Coal consumption - TWh
Asia Pacific (EI),,2015,31925.627
Asia Pacific (EI),,2016,31433.367
Asia Pacific (EI),,2017,32078.395
Asia Pacific (EI),,2018,33021.25
Asia Pacific (EI),,2019,33818.758
Asia Pacific (EI),,2020,33812.973
Asia Pacific (EI),,2021,35494.082
Asia Pacific (EI),,2022,36249.67
Australia,AUS,1965,202.02777
Australia,AUS,1966,209.38887
Australia,AUS,1967,215.25
Australia,AUS,1968,221.69444
Australia,AUS,1969,229.27777
Australia,AUS,1970,231.69444
Australia,AUS,1971,232.56944
Australia,AUS,1972,242.93054
Australia,AUS,1973,252.9861
Australia,AUS,1974,264.06943
Australia,AUS,1975,272.54166
Australia,AUS,1976,281.79166
Australia,AUS,1977,294.18054
Australia,AUS,1978,301.86108
Australia,AUS,1979,315.54166
Australia,AUS,1980,324.7639
Australia,AUS,1981,333.1389
Australia,AUS,1982,336.68054
Australia,AUS,1983,336.55554
Australia,AUS,1984,355.90277
Australia,AUS,1985,368.1389
Australia,AUS,1986,377.4861
Australia,AUS,1987,393.3611
Australia,AUS,1988,413.7639
Australia,AUS,1989,433.9583
Australia,AUS,1990,444.34723
Australia,AUS,1991,453.2639
Australia,AUS,1992,455.95834
Australia,AUS,1993,458.88885
Australia,AUS,1994,468.2639
Australia,AUS,1995,484.16666
Australia,AUS,1996,503.9583
Australia,AUS,1997,529.4583
Australia,AUS,1998,553.0833
Australia,AUS,1999,587.44305
Australia,AUS,2000,591.6619
Australia,AUS,2001,585.69135
Australia,AUS,2002,598.8721
Australia,AUS,2003,616.0213
Australia,AUS,2004,641.92114
Australia,AUS,2005,638.2223
Australia,AUS,2006,655.49884
Australia,AUS,2007,649.8025
Australia,AUS,2008,677.2914
Australia,AUS,2009,654.86127
Australia,AUS,2010,607.3943
Australia,AUS,2011,592.0622
Australia,AUS,2012,554.4683
Australia,AUS,2013,526.2419
Australia,AUS,2014,521.88837
Australia,AUS,2015,540.4112
Australia,AUS,2016,540.06226
Australia,AUS,2017,521.52594
Australia,AUS,2018,508.88223
Australia,AUS,2019,486.3916
Australia,AUS,2020,468.04425
Australia,AUS,2021,452.4409
Australia,AUS,2022,430.7635
Austria,AUT,1965,59.1149
Austria,AUT,1966,56.467594
Austria,AUT,1967,53.450897
Austria,AUT,1968,52.77368
Austria,AUT,1969,51.936398
Austria,AUT,1970,55.854164
Austria,AUT,1971,51.23361
Austria,AUT,1972,46.453888
Austria,AUT,1973,46.16972
Austria,AUT,1974,48.72278
Austria,AUT,1975,42.340557
Austria,AUT,1976,45.059998
Austria,AUT,1977,37.800274
Austria,AUT,1978,38.40222
Austria,AUT,1979,41.686108
Austria,AUT,1980,42.83472
Austria,AUT,1981,43.85
Austria,AUT,1982,41.705555
Austria,AUT,1983,44.65583
Austria,AUT,1984,50.886387
Austria,AUT,1985,50.815
Austria,AUT,1986,45.3025
Austria,AUT,1987,44.93944
Austria,AUT,1988,43.033054
Austria,AUT,1989,43.22722
Austria,AUT,1990,47.640278
Austria,AUT,1991,49.971664
Austria,AUT,1992,38.881744
Austria,AUT,1993,34.959053
Austria,AUT,1994,35.454445
Austria,AUT,1995,40.338642
Austria,AUT,1996,40.50991
Austria,AUT,1997,42.96797
Austria,AUT,1998,37.829166
Austria,AUT,1999,37.68498
Austria,AUT,2000,42.470078
Austria,AUT,2001,43.878994
Austria,AUT,2002,44.579712
Austria,AUT,2003,47.54769
Austria,AUT,2004,46.576305
Austria,AUT,2005,46.730534
Austria,AUT,2006,46.67483
Austria,AUT,2007,45.044926
Austria,AUT,2008,44.524986
Austria,AUT,2009,33.460773
Austria,AUT,2010,39.34366
Austria,AUT,2011,40.411076
Austria,AUT,2012,37.621
Austria,AUT,2013,38.13149
Austria,AUT,2014,35.02138
Austria,AUT,2015,37.999046
Austria,AUT,2016,35.44773
Austria,AUT,2017,36.564552
Austria,AUT,2018,32.28496
Austria,AUT,2019,33.94468
Austria,AUT,2020,29.031853
Austria,AUT,2021,29.934498
Austria,AUT,2022,28.291656
Azerbaijan,AZE,1985,1.06996
Azerbaijan,AZE,1986,1.06996
Azerbaijan,AZE,1987,1.06996
Azerbaijan,AZE,1988,1.06996
Azerbaijan,AZE,1989,1.06996
Azerbaijan,AZE,1990,1.03507
Azerbaijan,AZE,1991,0.77921
Azerbaijan,AZE,1992,0.13956
Azerbaijan,AZE,1993,0.03489
Azerbaijan,AZE,1994,0.04652
Azerbaijan,AZE,1995,0.03489
Azerbaijan,AZE,1996,0.03489
Azerbaijan,AZE,1997,0.03489
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0.03489
Azerbaijan,AZE,2002,0.02326
Azerbaijan,AZE,2003,0.03489
Azerbaijan,AZE,2004,0.010699611
Azerbaijan,AZE,2005,0.037448607
Azerbaijan,AZE,2006,0.037448607
Azerbaijan,AZE,2007,0.05838889
Azerbaijan,AZE,2008,0.045333333
Azerbaijan,AZE,2009,0.04919444
Azerbaijan,AZE,2010,0.048416667
Azerbaijan,AZE,2011,0.042249996
Azerbaijan,AZE,2012,0.043027777
Azerbaijan,AZE,2013,0.03841667
Azerbaijan,AZE,2014,0.023833333
Azerbaijan,AZE,2015,0.034583334
Azerbaijan,AZE,2016,0.013833333
Azerbaijan,AZE,2017,0.011527778
Azerbaijan,AZE,2018,0.008444444
Azerbaijan,AZE,2019,0.007694444
Azerbaijan,AZE,2020,0.0046111112
Azerbaijan,AZE,2021,0.0015555555
Azerbaijan,AZE,2022,0.0015555555
Bangladesh,BGD,1971,1.0869898
Bangladesh,BGD,1972,1.0869864
Bangladesh,BGD,1973,1.41251
Bangladesh,BGD,1974,1.255563
Bangladesh,BGD,1975,1.4531916
Bangladesh,BGD,1976,1.4357582
Bangladesh,BGD,1977,1.4997
Bangladesh,BGD,1978,1.4531916
Bangladesh,BGD,1979,1.0811831
Bangladesh,BGD,1980,1.4443297
Bangladesh,BGD,1981,1.4847789
Bangladesh,BGD,1982,1.7986724
Bangladesh,BGD,1983,1.0179856
Bangladesh,BGD,1984,0.40738723
Bangladesh,BGD,1985,0.56964886
Bangladesh,BGD,1986,0.8602944
Bangladesh,BGD,1987,1.3543717
Bangladesh,BGD,1988,1.395065
Bangladesh,BGD,1989,1.4531916
Bangladesh,BGD,1990,3.2725887
Bangladesh,BGD,1991,1.0463045
Bangladesh,BGD,1992,0.9823628
Bangladesh,BGD,1993,0.36620554
Bangladesh,BGD,1994,0.34295693
Bangladesh,BGD,1995,3.7317994
Bangladesh,BGD,1996,2.0461009
Bangladesh,BGD,1997,3.7550595
Bangladesh,BGD,1998,1.0811714
Bangladesh,BGD,1999,0.53477055
Bangladesh,BGD,2000,3.8364346
Bangladesh,BGD,2001,4.0689416
Bangladesh,BGD,2002,4.2491364
Bangladesh,BGD,2003,4.063126
Bangladesh,BGD,2004,4.0689416
Bangladesh,BGD,2005,8.347995
Bangladesh,BGD,2006,12.68387
Bangladesh,BGD,2007,10.351397
Bangladesh,BGD,2008,10.896065
Bangladesh,BGD,2009,13.614829
Bangladesh,BGD,2010,8.675766
Bangladesh,BGD,2011,12.915542
Bangladesh,BGD,2012,10.657114
Bangladesh,BGD,2013,14.760409
Bangladesh,BGD,2014,9.351047
Bangladesh,BGD,2015,30.63301
Bangladesh,BGD,2016,23.035818
Bangladesh,BGD,2017,25.117134
Bangladesh,BGD,2018,28.568832
Bangladesh,BGD,2019,48.06491
Bangladesh,BGD,2020,52.34683
Bangladesh,BGD,2021,42.310978
Bangladesh,BGD,2022,49.94223
Belarus,BLR,1985,25.11238
Belarus,BLR,1986,27.471886
Belarus,BLR,1987,26.71054
Belarus,BLR,1988,28.616344
Belarus,BLR,1989,28.092268
Belarus,BLR,1990,24.710201
Belarus,BLR,1991,23.473154
Belarus,BLR,1992,19.550192
Belarus,BLR,1993,16.790056
Belarus,BLR,1994,11.763757
Belarus,BLR,1995,11.069911
Belarus,BLR,1996,13.434569
Belarus,BLR,1997,14.157129
Belarus,BLR,1998,12.563811
Belarus,BLR,1999,11.656456
Belarus,BLR,2000,11.571725
Belarus,BLR,2001,8.308523
Belarus,BLR,2002,7.837448
Belarus,BLR,2003,7.3767715
Belarus,BLR,2004,7.225938
Belarus,BLR,2005,7.9798536
Belarus,BLR,2006,7.1446896
Belarus,BLR,2007,8.080224
Belarus,BLR,2008,7.532654
Belarus,BLR,2009,7.1767774
Belarus,BLR,2010,7.5073485
Belarus,BLR,2011,9.018615
Belarus,BLR,2012,9.199352
Belarus,BLR,2013,9.764291
Belarus,BLR,2014,9.686455
Belarus,BLR,2015,8.61383
Belarus,BLR,2016,9.467982
Belarus,BLR,2017,9.7924595
Belarus,BLR,2018,14.68869
Belarus,BLR,2019,15.467899
Belarus,BLR,2020,9.734309
Belarus,BLR,2021,9.8974
Belarus,BLR,2022,10.721621
Belgium,BEL,1965,222.93715
Belgium,BEL,1966,203.37099
Belgium,BEL,1967,199.59724
Belgium,BEL,1968,206.06418
Belgium,BEL,1969,200.69034
Belgium,BEL,1970,189.13449
Belgium,BEL,1971,156.61694
Belgium,BEL,1972,149.58344
Belgium,BEL,1973,125.52782
Belgium,BEL,1974,134.26744
Belgium,BEL,1975,100.27897
Belgium,BEL,1976,104.50377
Belgium,BEL,1977,105.99527
Belgium,BEL,1978,108.54405
Belgium,BEL,1979,120.93531
Belgium,BEL,1980,121.914505
Belgium,BEL,1981,126.292564
Belgium,BEL,1982,126.49051
Belgium,BEL,1983,107.940125
Belgium,BEL,1984,125.178535
Belgium,BEL,1985,124.82668
Belgium,BEL,1986,106.50946
Belgium,BEL,1987,105.99314
Belgium,BEL,1988,107.10849
Belgium,BEL,1989,112.534515
Belgium,BEL,1990,123.63172
Belgium,BEL,1991,118.26103
Belgium,BEL,1992,105.84025
Belgium,BEL,1993,100.25862
Belgium,BEL,1994,107.76567
Belgium,BEL,1995,102.9294
Belgium,BEL,1996,98.50768
Belgium,BEL,1997,91.96225
Belgium,BEL,1998,91.476814
Belgium,BEL,1999,80.15169
Belgium,BEL,2000,88.68365
Belgium,BEL,2001,84.474434
Belgium,BEL,2002,72.41641
Belgium,BEL,2003,70.04909
Belgium,BEL,2004,65.15431
Belgium,BEL,2005,59.86575
Belgium,BEL,2006,59.076744
Belgium,BEL,2007,53.98673
Belgium,BEL,2008,53.31606
Belgium,BEL,2009,34.345123
Belgium,BEL,2010,43.6005
Belgium,BEL,2011,41.048958
Belgium,BEL,2012,38.662643
Belgium,BEL,2013,40.907593
Belgium,BEL,2014,39.672768
Belgium,BEL,2015,38.740704
Belgium,BEL,2016,36.819427
Belgium,BEL,2017,36.070084
Belgium,BEL,2018,35.873142
Belgium,BEL,2019,35.961716
Belgium,BEL,2020,27.956694
Belgium,BEL,2021,30.947184
Belgium,BEL,2022,31.991251
Brazil,BRA,1965,20.17805
Brazil,BRA,1966,21.864399
Brazil,BRA,1967,22.59709
Brazil,BRA,1968,22.236559
Brazil,BRA,1969,24.818419
Brazil,BRA,1970,28.344795
Brazil,BRA,1971,28.53244
Brazil,BRA,1972,30.035912
Brazil,BRA,1973,29.51856
Brazil,BRA,1974,31.31228
Brazil,BRA,1975,37.225246
Brazil,BRA,1976,39.726395
Brazil,BRA,1977,50.386036
Brazil,BRA,1978,57.935013
Brazil,BRA,1979,62.928658
Brazil,BRA,1980,68.64476
Brazil,BRA,1981,67.15785
Brazil,BRA,1982,70.991806
Brazil,BRA,1983,79.83681
Brazil,BRA,1984,98.5913
Brazil,BRA,1985,116.54804
Brazil,BRA,1986,117.9925
Brazil,BRA,1987,123.55479
Brazil,BRA,1988,126.26784
Brazil,BRA,1989,125.29147
Brazil,BRA,1990,111.62079
Brazil,BRA,1991,127.96354
Brazil,BRA,1992,124.18001
Brazil,BRA,1993,127.936264
Brazil,BRA,1994,131.33165
Brazil,BRA,1995,137.72981
Brazil,BRA,1996,142.11913
Brazil,BRA,1997,142.97125
Brazil,BRA,1998,140.04022
Brazil,BRA,1999,141.80779
Brazil,BRA,2000,151.18149
Brazil,BRA,2001,148.78801
Brazil,BRA,2002,144.01038
Brazil,BRA,2003,149.41873
Brazil,BRA,2004,156.65688
Brazil,BRA,2005,151.0846
Brazil,BRA,2006,148.97397
Brazil,BRA,2007,157.87172
Brazil,BRA,2008,160.13234
Brazil,BRA,2009,129.20715
Brazil,BRA,2010,168.19763
Brazil,BRA,2011,179.673
Brazil,BRA,2012,177.79971
Brazil,BRA,2013,191.64679
Brazil,BRA,2014,203.76967
Brazil,BRA,2015,204.981
Brazil,BRA,2016,185.14966
Brazil,BRA,2017,195.27472
Brazil,BRA,2018,190.97849
Brazil,BRA,2019,179.51239
Brazil,BRA,2020,163.13281
Brazil,BRA,2021,197.9085
Brazil,BRA,2022,162.66177
Bulgaria,BGR,1965,69.733475
Bulgaria,BGR,1966,71.908295
Bulgaria,BGR,1967,78.083824
Bulgaria,BGR,1968,84.82922
Bulgaria,BGR,1969,85.28278
Bulgaria,BGR,1970,93.28423
Bulgaria,BGR,1971,92.074715
Bulgaria,BGR,1972,94.9008
Bulgaria,BGR,1973,95.63349
Bulgaria,BGR,1974,94.00529
Bulgaria,BGR,1975,98.55262
Bulgaria,BGR,1976,91.865364
Bulgaria,BGR,1977,91.49321
Bulgaria,BGR,1978,97.55244
Bulgaria,BGR,1979,100.58787
Bulgaria,BGR,1980,105.507355
Bulgaria,BGR,1981,107.13555
Bulgaria,BGR,1982,112.55514
Bulgaria,BGR,1983,112.124825
Bulgaria,BGR,1984,112.29928
Bulgaria,BGR,1985,117.20713
Bulgaria,BGR,1986,120.47517
Bulgaria,BGR,1987,120.3705
Bulgaria,BGR,1988,112.13646
Bulgaria,BGR,1989,114.45082
Bulgaria,BGR,1990,96.057915
Bulgaria,BGR,1991,85.861694
Bulgaria,BGR,1992,90.28905
Bulgaria,BGR,1993,97.209785
Bulgaria,BGR,1994,88.99108
Bulgaria,BGR,1995,89.002144
Bulgaria,BGR,1996,88.62326
Bulgaria,BGR,1997,101.05516
Bulgaria,BGR,1998,96.24862
Bulgaria,BGR,1999,79.253265
Bulgaria,BGR,2000,73.19367
Bulgaria,BGR,2001,83.42836
Bulgaria,BGR,2002,76.82982
Bulgaria,BGR,2003,86.018326
Bulgaria,BGR,2004,82.19636
Bulgaria,BGR,2005,80.50993
Bulgaria,BGR,2006,81.74977
Bulgaria,BGR,2007,91.969536
Bulgaria,BGR,2008,87.66482
Bulgaria,BGR,2009,73.79338
Bulgaria,BGR,2010,80.046974
Bulgaria,BGR,2011,94.14436
Bulgaria,BGR,2012,80.42796
Bulgaria,BGR,2013,69.12558
Bulgaria,BGR,2014,73.85166
Bulgaria,BGR,2015,76.23653
Bulgaria,BGR,2016,66.22471
Bulgaria,BGR,2017,71.00035
Bulgaria,BGR,2018,63.447147
Bulgaria,BGR,2019,59.153008
Bulgaria,BGR,2020,48.342094
Bulgaria,BGR,2021,60.90773
Bulgaria,BGR,2022,72.74707
CIS (EI),,1965,3459.1882
CIS (EI),,1966,3585.219
CIS (EI),,1967,3640.7202
CIS (EI),,1968,3608.9702
CIS (EI),,1969,3660.7078
CIS (EI),,1970,3630.3936
CIS (EI),,1971,3703.805
CIS (EI),,1972,3807.3274
CIS (EI),,1973,3848.096
CIS (EI),,1974,3866.987
CIS (EI),,1975,3977.0586
CIS (EI),,1976,3972.7527
CIS (EI),,1977,4044.1145
CIS (EI),,1978,4019.6404
CIS (EI),,1979,4048.7354
CIS (EI),,1980,3925.49
CIS (EI),,1981,3900.5837
CIS (EI),,1982,3960.327
CIS (EI),,1983,3970.4863
CIS (EI),,1984,3933.0122
CIS (EI),,1985,2854.359
CIS (EI),,1986,2948.2593
CIS (EI),,1987,2998.8352
CIS (EI),,1988,2977.5789
CIS (EI),,1989,2875.714
CIS (EI),,1990,2673.0437
CIS (EI),,1991,2475.7183
CIS (EI),,1992,2331.7666
CIS (EI),,1993,2101.5085
CIS (EI),,1994,1880.5607
CIS (EI),,1995,1738.2593
CIS (EI),,1996,1681.7986
CIS (EI),,1997,1533.0637
CIS (EI),,1998,1447.3837
CIS (EI),,1999,1438.2515
CIS (EI),,2000,1467.0602
CIS (EI),,2001,1481.8721
CIS (EI),,2002,1493.0891
CIS (EI),,2003,1526.6344
CIS (EI),,2004,1497.0507
CIS (EI),,2005,1440.1248
CIS (EI),,2006,1485.1237
CIS (EI),,2007,1480.9409
CIS (EI),,2008,1595.2662
CIS (EI),,2009,1461.0258
CIS (EI),,2010,1469.3591
CIS (EI),,2011,1547.8904
CIS (EI),,2012,1622.4033
CIS (EI),,2013,1534.247
CIS (EI),,2014,1496.9642
CIS (EI),,2015,1434.804
CIS (EI),,2016,1457.0685
CIS (EI),,2017,1433.388
CIS (EI),,2018,1495.2594
CIS (EI),,2019,1452.1985
CIS (EI),,2020,1356.5875
CIS (EI),,2021,1404.0479
CIS (EI),,2022,1353.0499
Canada,CAN,1965,179.98587
Canada,CAN,1966,176.45036
Canada,CAN,1967,174.82216
Canada,CAN,1968,189.92952
Canada,CAN,1969,183.37021
Canada,CAN,1970,196.87263
Canada,CAN,1971,187.1267
Canada,CAN,1972,176.5783
Canada,CAN,1973,181.8583
Canada,CAN,1974,184.77744
Canada,CAN,1975,179.76491
Canada,CAN,1976,212.829
Canada,CAN,1977,271.95593
Canada,CAN,1978,223.62164
Canada,CAN,1979,211.7474
Canada,CAN,1980,257.8914
Canada,CAN,1981,263.31723
Canada,CAN,1982,278.24472
Canada,CAN,1983,291.11526
Canada,CAN,1984,324.2714
Canada,CAN,1985,311.69055
Canada,CAN,1986,288.88306
Canada,CAN,1987,310.48444
Canada,CAN,1988,333.4186
Canada,CAN,1989,332.71832
Canada,CAN,1990,315.60306
Canada,CAN,1991,305.49612
Canada,CAN,1992,311.20917
Canada,CAN,1993,276.30972
Canada,CAN,1994,292.96918
Canada,CAN,1995,306.23358
Canada,CAN,1996,312.5264
Canada,CAN,1997,326.6361
Canada,CAN,1998,349.21582
Canada,CAN,1999,335.69028
Canada,CAN,2000,355.18835
Canada,CAN,2001,369.12305
Canada,CAN,2002,371.2714
Canada,CAN,2003,370.35748
Canada,CAN,2004,349.85416
Canada,CAN,2005,348.345
Canada,CAN,2006,337.43332
Canada,CAN,2007,352.7697
Canada,CAN,2008,335.23026
Canada,CAN,2009,280.0783
Canada,CAN,2010,286.98526
Canada,CAN,2011,258.7261
Canada,CAN,2012,245.40971
Canada,CAN,2013,239.33687
Canada,CAN,2014,227.59932
Canada,CAN,2015,228.95923
Canada,CAN,2016,213.09785
Canada,CAN,2017,221.6048
Canada,CAN,2018,181.72258
Canada,CAN,2019,170.1786
Canada,CAN,2020,148.405
Canada,CAN,2021,138.15527
Canada,CAN,2022,107.23305
Central America (EI),,1965,0.0036340833
Central America (EI),,1966,0.018231167
Central America (EI),,1967,0.025632305
Central America (EI),,1968,0.018817334
Central America (EI),,1969,0.033384997
Central America (EI),,1970,0.011117694
Central America (EI),,1971,0.018447334
Central America (EI),,1972,0.080525555
Central America (EI),,1973,0.11541888
Central America (EI),,1974,0.04808444
Central America (EI),,1975,0.012730499
Central America (EI),,1976,0.007645444
Central America (EI),,1977,0.015657805
Central America (EI),,1978,0.016156027
Central America (EI),,1979,0.024404943
Central America (EI),,1980,0.179445
Central America (EI),,1981,0.1756536
Central America (EI),,1982,0.039885
Central America (EI),,1983,0.032052223
Central America (EI),,1984,0.008792139
Central America (EI),,1985,0.26255694
Central America (EI),,1986,0.27248886
Central America (EI),,1987,0.29319027
Central America (EI),,1988,0.1507236
Central America (EI),,1989,0.39501777
Central America (EI),,1990,0.28023055
Central America (EI),,1991,0.39418444
Central America (EI),,1992,0.36322612
Central America (EI),,1993,0.46885303
Central America (EI),,1994,0.46960804
Central America (EI),,1995,0.36684775
Central America (EI),,1996,0.9255561
Central America (EI),,1997,0.49686667
Central America (EI),,1998,0.7801222
Central America (EI),,1999,1.0259858
Central America (EI),,2000,3.0281258
Central America (EI),,2001,3.2130945
Central America (EI),,2002,4.136471
Central America (EI),,2003,4.2028847
Central America (EI),,2004,4.348958
Central America (EI),,2005,3.5767987
Central America (EI),,2006,3.820697
Central America (EI),,2007,4.1559405
Central America (EI),,2008,4.7473264
Central America (EI),,2009,3.3788137
Central America (EI),,2010,4.302296
Central America (EI),,2011,6.4623137
Central America (EI),,2012,8.431448
Central America (EI),,2013,10.964117
Central America (EI),,2014,11.695568
Central America (EI),,2015,14.807214
Central America (EI),,2016,16.216827
Central America (EI),,2017,11.511677
Central America (EI),,2018,14.467662
Central America (EI),,2019,19.687344
Central America (EI),,2020,15.856412
Central America (EI),,2021,19.693123
Central America (EI),,2022,12.979221
Chile,CHL,1965,13.54895
Chile,CHL,1966,13.956
Chile,CHL,1967,13.956
Chile,CHL,1968,13.956
Chile,CHL,1969,13.956
Chile,CHL,1970,14.921289
Chile,CHL,1971,14.40957
Chile,CHL,1972,11.90912
Chile,CHL,1973,12.93256
Chile,CHL,1974,12.258019
Chile,CHL,1975,9.7924595
Chile,CHL,1976,9.885499
Chile,CHL,1977,10.64145
Chile,CHL,1978,10.37396
Chile,CHL,1979,11.47881
Chile,CHL,1980,12.6767
Chile,CHL,1981,12.6534395
Chile,CHL,1982,8.43175
Chile,CHL,1983,10.10647
Chile,CHL,1984,13.63036
Chile,CHL,1985,13.64199
Chile,CHL,1986,12.955819
Chile,CHL,1987,13.351239
Chile,CHL,1988,18.608
Chile,CHL,1989,25.14406
Chile,CHL,1990,30.291498
Chile,CHL,1991,24.885874
Chile,CHL,1992,21.517824
Chile,CHL,1993,21.70972
Chile,CHL,1994,25.60577
Chile,CHL,1995,27.604967
Chile,CHL,1996,38.252766
Chile,CHL,1997,49.79768
Chile,CHL,1998,46.85378
Chile,CHL,1999,48.350563
Chile,CHL,2000,37.3637
Chile,CHL,2001,29.314577
Chile,CHL,2002,29.547176
Chile,CHL,2003,28.250431
Chile,CHL,2004,32.723408
Chile,CHL,2005,32.07011
Chile,CHL,2006,40.03847
Chile,CHL,2007,47.52157
Chile,CHL,2008,50.81752
Chile,CHL,2009,46.457573
Chile,CHL,2010,52.229164
Chile,CHL,2011,66.98647
Chile,CHL,2012,78.09894
Chile,CHL,2013,87.78789
Chile,CHL,2014,88.5578
Chile,CHL,2015,85.05484
Chile,CHL,2016,86.26053
Chile,CHL,2017,89.68967
Chile,CHL,2018,86.561676
Chile,CHL,2019,87.08458
Chile,CHL,2020,73.145775
Chile,CHL,2021,81.11111
Chile,CHL,2022,61.168365
China,CHN,1965,1330.7045
China,CHN,1966,1423.512
China,CHN,1967,1265.3439
China,CHN,1968,1255.9236
China,CHN,1969,1516.6101
China,CHN,1970,1929.6497
China,CHN,1971,2224.8772
China,CHN,1972,2352.9236
China,CHN,1973,2383.743
China,CHN,1974,2358.564
China,CHN,1975,2658.2107
China,CHN,1976,2723.1646
China,CHN,1977,2995.5388
China,CHN,1978,3289.1963
China,CHN,1979,3402.7053
China,CHN,1980,3539.019
China,CHN,1981,3520.1948
China,CHN,1982,3724.8376
China,CHN,1983,3989.0044
China,CHN,1984,4338.266
China,CHN,1985,4736.2646
China,CHN,1986,4951.424
China,CHN,1987,5372.2417
China,CHN,1988,5771.2236
China,CHN,1989,6046.902
China,CHN,1990,6134.5166
China,CHN,1991,6433.4272
China,CHN,1992,6731.4966
China,CHN,1993,7170.3564
China,CHN,1994,7641.667
China,CHN,1995,7736.85
China,CHN,1996,8095.389
China,CHN,1997,7931.912
China,CHN,1998,7871.717
China,CHN,1999,8099.032
China,CHN,2000,8211.406
China,CHN,2001,8635.754
China,CHN,2002,9467.457
China,CHN,2003,11283.059
China,CHN,2004,13155.28
China,CHN,2005,15405.105
China,CHN,2006,16918.38
China,CHN,2007,18423.912
China,CHN,2008,18715.92
China,CHN,2009,19605.02
China,CHN,2010,20340.541
China,CHN,2011,22143.604
China,CHN,2012,22422.357
China,CHN,2013,22902.13
China,CHN,2014,22804.703
China,CHN,2015,22329.041
China,CHN,2016,21675.78
China,CHN,2017,21915.443
China,CHN,2018,22352.146
China,CHN,2019,22922.236
China,CHN,2020,23402.553
China,CHN,2021,24315.475
China,CHN,2022,24559.486
Colombia,COL,1965,23.422821
Colombia,COL,1966,23.422821
Colombia,COL,1967,25.702301
Colombia,COL,1968,23.411188
Colombia,COL,1969,24.992868
Colombia,COL,1970,26.08609
Colombia,COL,1971,20.28629
Colombia,COL,1972,21.077478
Colombia,COL,1973,21.465326
Colombia,COL,1974,25.957378
Colombia,COL,1975,26.384573
Colombia,COL,1976,25.805708
Colombia,COL,1977,26.454634
Colombia,COL,1978,26.738811
Colombia,COL,1979,26.971992
Colombia,COL,1980,28.287111
Colombia,COL,1981,28.820011
Colombia,COL,1982,30.008257
Colombia,COL,1983,33.074528
Colombia,COL,1984,34.433838
Colombia,COL,1985,35.51473
Colombia,COL,1986,35.068428
Colombia,COL,1987,44.09428
Colombia,COL,1988,35.17464
Colombia,COL,1989,40.753384
Colombia,COL,1990,18.581999
Colombia,COL,1991,23.368855
Colombia,COL,1992,39.08699
Colombia,COL,1993,40.98213
Colombia,COL,1994,46.90854
Colombia,COL,1995,41.97691
Colombia,COL,1996,32.54101
Colombia,COL,1997,38.5406
Colombia,COL,1998,36.65299
Colombia,COL,1999,29.272049
Colombia,COL,2000,31.437815
Colombia,COL,2001,30.95842
Colombia,COL,2002,25.461409
Colombia,COL,2003,28.22483
Colombia,COL,2004,24.698715
Colombia,COL,2005,15.562342
Colombia,COL,2006,44.330044
Colombia,COL,2007,39.03194
Colombia,COL,2008,51.6421
Colombia,COL,2009,47.50083
Colombia,COL,2010,55.907337
Colombia,COL,2011,45.266426
Colombia,COL,2012,54.560337
Colombia,COL,2013,58.69
Colombia,COL,2014,62.166916
Colombia,COL,2015,57.779972
Colombia,COL,2016,63.54703
Colombia,COL,2017,48.428135
Colombia,COL,2018,45.462593
Colombia,COL,2019,53.641968
Colombia,COL,2020,47.47986
Colombia,COL,2021,31.458893
Colombia,COL,2022,28.492508
Croatia,HRV,1990,9.403425
Croatia,HRV,1991,5.287114
Croatia,HRV,1992,4.6473246
Croatia,HRV,1993,3.9496522
Croatia,HRV,1994,2.472189
Croatia,HRV,1995,2.0324702
Croatia,HRV,1996,1.6641833
Croatia,HRV,1997,2.8291137
Croatia,HRV,1998,2.7048588
Croatia,HRV,1999,2.39899
Croatia,HRV,2000,5.0206594
Croatia,HRV,2001,5.5889707
Croatia,HRV,2002,6.793734
Croatia,HRV,2003,7.555883
Croatia,HRV,2004,8.023571
Croatia,HRV,2005,7.95114
Croatia,HRV,2006,7.381305
Croatia,HRV,2007,8.013639
Croatia,HRV,2008,8.246868
Croatia,HRV,2009,5.893177
Croatia,HRV,2010,7.9398127
Croatia,HRV,2011,8.172656
Croatia,HRV,2012,7.329214
Croatia,HRV,2013,7.852052
Croatia,HRV,2014,7.5210743
Croatia,HRV,2015,7.0444655
Croatia,HRV,2016,7.570932
Croatia,HRV,2017,4.5628443
Croatia,HRV,2018,4.248253
Croatia,HRV,2019,4.8999634
Croatia,HRV,2020,4.200651
Croatia,HRV,2021,4.8303576
Croatia,HRV,2022,4.7832775
Cyprus,CYP,1985,1.0815899
Cyprus,CYP,1986,0.66291
Cyprus,CYP,1987,1.4072299
Cyprus,CYP,1988,0.84898996
Cyprus,CYP,1989,0.75595
Cyprus,CYP,1990,0.70943
Cyprus,CYP,1991,0.52335
Cyprus,CYP,1992,0.96528995
Cyprus,CYP,1993,0.81409997
Cyprus,CYP,1994,1.11648
Cyprus,CYP,1995,1.2444099
Cyprus,CYP,1996,1.163
Cyprus,CYP,1997,0.88387996
Cyprus,CYP,1998,0.16282
Cyprus,CYP,1999,0.27912
Cyprus,CYP,2000,0.41868
Cyprus,CYP,2001,0.61639
